Date,O_Price_KRW,O_TR_KRW,AAPL_Price_KRW,AAPL_TR_KRW,005930.KS_Price_KRW,005930.KS_TR_KRW,S&P 500,KOSPI,Total_PR,Total_TR
2025-03-04,8000685.376357427,9128662.892220913,3424767.7044829912,3464861.998712976,2667465.234375,2785896.6281843325,5778.14990234375,2528.919921875,14092918.315215418,15379421.51911822
2025-03-05,8021120.847095037,9151979.460068807,3410085.808029603,3450008.218988356,2642993.1640625,2760338.0352213546,5842.6298828125,2558.1298828125,14074199.81918714,15362325.714278517
2025-03-06,7859967.309184279,8968105.672727626,3381146.01130262,3420729.61950888,2657676.3671875,2775673.150202326,5738.52001953125,2576.159912109375,13898789.6876744,15164508.442438833
2025-03-07,8036910.908699036,9169995.685260747,3443141.013031006,3483450.4064742713,2628309.5703125,2745002.512272229,5770.2001953125,2563.47998046875,14108361.492042542,15398448.604007248
2025-03-10,8036952.896019258,9170043.592167972,3275675.4223717377,3314024.269802933,2628309.5703125,2745002.512272229,5614.56005859375,2570.389892578125,13940937.888703495,15229070.374243135
2025-03-11,7850395.137364976,8957183.967201868,3203741.710676998,3241248.418830259,2623415.234375,2739890.875273265,5572.06982421875,2537.60009765625,13677552.082416974,14938323.261305392
2025-03-12,7771140.900798328,8866756.063295634,3134760.7477431,3171459.884912636,2687042.96875,2806343.5841483455,5599.2998046875,2574.820068359375,13592944.617291428,14844559.532356616
2025-03-13,7688786.4537239075,8772790.865359066,3024556.5422058105,3059965.501406075,2677254.1015625,2796120.106166339,5521.52001953125,2573.639892578125,13390597.097492218,14628876.47293148
2025-03-14,7827159.960912541,8930672.976818176,3089037.2776594013,3125201.1229723967,2677254.1015625,2796120.106166339,5638.93994140625,2566.360107421875,13593451.340134442,14851994.205956912
2025-03-17,7844570.388294291,8950538.015236903,3087510.7237363234,3123656.697442416,2819192.578125,2944360.4349133936,5675.1201171875,2610.68994140625,13751273.690155614,15018555.147592712
2025-03-18,7806316.560596693,8906890.967395177,3054718.413287215,3090480.4822566714,2819192.578125,2944360.4349133936,5614.66015625,2612.340087890625,13680227.552008908,14941731.884565242
2025-03-19,7769637.541546673,8865040.75277301,3105164.7851112485,3141517.437690828,2863242.3828125,2990365.9838403836,5675.2900390625,2628.6201171875,13738044.709470421,14996924.17430422
2025-03-20,7742619.255273789,8834213.29041091,3076887.6824270748,3112909.2905175616,2946447.8515625,3077265.6486794776,5662.89013671875,2637.10009765625,13765954.789263364,15024388.229607949
2025-03-21,7771022.548313485,8866621.024872577,3185561.3929143734,3222855.261227835,3019864.453125,3153941.8355365647,5667.56005859375,2643.1298828125,13976448.394352859,15243418.121636976
2025-03-24,7832309.188688826,8936548.169044064,3219178.6475528777,3256866.0783543633,2961131.0546875,3092600.763660448,5767.56982421875,2632.070068359375,14012618.890929203,15286015.011058876
2025-03-25,7752512.310610339,8845501.119252212,3266542.2363048047,3304784.1600900693,2926870.1171875,3056818.6927154637,5776.64990234375,2615.81005859375,13945924.664102644,15207103.972057747
2025-03-26,7856820.507590193,8964515.218961503,3224912.3121408373,3262666.8678555563,3005181.0546875,3138606.5165715157,5712.2001953125,2643.93994140625,14086913.87441853,15365788.603388576
2025-03-27,7820412.620203011,8922974.361529756,3266687.423579823,3304931.047095354,3024758.7890625,3159053.4725355287,5693.31005859375,2607.14990234375,14111858.832845334,15386958.88116064
